gene_ID,C_0,C_15,C_30,C_60,S_0,S_15,S_30,S_60,WT_0,WT_15,WT_30,WT_60,log2fc_C_0_WT_0,log2fc_C_15_WT_15,log2fc_C_30_WT_30,log2fc_C_60_WT_60,log2fc_S_0_WT_0,log2fc_S_15_WT_15,log2fc_S_30_WT_30,log2fc_S_60_WT_60,qC_0_WT_0,qC_15_WT_15,qC_30_WT_30,qC_60_WT_60,qS_0_WT_0,qS_15_WT_15,qS_30_WT_30,qS_60_WT_60,cluster
AT5G13750,10.9695,11.4043,14.9247,13.0442,15.965,11.2287,11.8692,11.2233,22.2855,33.2931,16.6019,22.0744,1.02261,1.54564,0.153643,0.758967,0.481192,1.56803,0.484124,0.975876,0.0789703,0.00225554,0.999842,0.321546,0.903186,0.00225554,0.740987,0.0895647,4
AT5G17220,152.003,190.792,160.374,80.3763,142.557,120.07,120.149,80.7345,249.604,263.488,245.771,147.499,0.715544,0.46574,0.615876,0.875863,0.8081,1.13386,1.03249,0.869447,0.242196,0.914694,0.541971,0.154353,0.129045,0.0449349,0.042046,0.142577,4
AT5G24880,1.44052,1.00968,1.30156,0.349818,1.62317,1.16862,1.13852,0.468783,4.78218,2.6974,3.50865,1.81584,1.73108,1.41767,1.43067,2.37596,1.55886,1.20677,1.62376,1.95364,0.0458466,0.177969,0.0910546,0.0243883,0.0391221,0.299997,0.0486053,0.0873508,4
AT5G39860,2.03691,1.63012,0.431764,1.15789,1.30129,1.74433,0.279866,0.715368,8.90121,5.73639,3.43206,2.78389,2.12762,1.81517,2.99076,1.26561,2.77406,1.71747,3.61627,1.96035,0.0146178,0.132183,0.0828077,0.562889,0.00415009,0.212651,0.0513685,0.184413,4
AT5G45950,10.3886,10.4438,7.27021,2.47236,11.2927,8.8541,7.92382,3.26062,22.453,22.6965,15.6734,10.5505,1.11191,1.11983,1.10825,2.09335,0.991525,1.35805,0.984053,1.69409,0.0495276,0.0610611,0.0636326,0.00225554,0.0576151,0.0146178,0.122094,0.00415009,4
AT5G55620,81.8701,50.1588,35.3768,16.267,65.8781,45.3378,36.6685,12.019,214.326,116.264,107.49,37.4873,1.3884,1.21283,1.60333,1.20445,1.70194,1.35862,1.55159,1.64108,0.00225554,0.00225554,0.00225554,0.0184341,0.00225554,0.00748685,0.00225554,0.00225554,4
AT5G61190,1.65207,1.28217,1.70108,0.960135,1.6018,1.61743,1.37255,1.14264,3.48464,2.67267,3.12458,2.74004,1.07673,1.05969,0.877214,1.51289,1.12131,0.724579,1.1868,1.26183,0.0540901,0.190321,0.20629,0.0132684,0.0439841,0.527996,0.0401162,0.0467763,4
AT5G62730,2.8388,3.1102,2.01993,0.660599,0.828844,3.14043,2.15357,0.938352,8.5374,7.68486,4.03315,1.11333,1.58851,1.30501,0.997605,0.753028,3.36462,1.29105,0.905178,0.246675,0.00748685,0.0843149,0.280615,0.947318,0.00225554,0.0710676,0.408159,0.999842,4
AT5G65730,51.5014,30.2277,20.3737,10.0145,33.1588,15.951,12.1345,6.09494,113.804,89.7807,52.9492,21.174,1.14387,1.57053,1.3779,1.0802,1.77909,2.49276,2.12549,1.79661,0.0146178,0.00225554,0.00415009,0.0584616,0.00225554,0.00225554,0.00225554,0.00225554,4
AT5G05250,10.5612,18.5571,9.4532,14.761,10.2914,8.12191,6.48738,7.72976,16.1673,43.3853,21.616,9.19771,0.614296,1.22523,1.19323,-0.682449,0.651643,2.41731,1.7364,0.250851,0.648821,0.0850726,0.12336,0.536947,0.589574,0.00225554,0.00225554,0.999842,4
AT5G05840,1.45328,0.739533,0.528172,0.357587,0.967347,0.603381,0.539524,0.415971,2.68742,1.38717,1.88633,1.71795,0.886912,0.907456,1.83651,2.26432,1.47412,1.201,1.80583,2.04613,0.437775,0.781662,0.0341157,0.0104867,0.0789703,0.459843,0.0686527,0.0371458,4
AT5G10150,11.1698,6.19074,5.66255,4.59998,7.92907,6.17342,4.54151,6.35364,21.5365,14.3922,9.57908,7.77776,0.947182,1.21711,0.758435,0.757729,1.44156,1.22115,1.07672,0.291771,0.0476943,0.0220541,0.304433,0.343133,0.00225554,0.0196585,0.0495276,0.999842,4
AT5G22140,2.51094,1.77163,3.27671,1.9883,2.1935,2.3581,1.91966,2.94796,1.30662,7.79109,1.05403,3.05961,-0.942395,2.13674,-1.63633,0.62181,-0.747398,1.7242,-0.864933,0.0536279,0.563628,0.00415009,0.0371458,0.941754,0.791049,0.0232287,0.646948,0.999842,4
AT5G28030,26.2694,22.283,22.2456,16.9802,20.428,21.6016,21.5753,13.2268,44.5002,33.8446,42.3799,25.7553,0.760428,0.602983,0.92986,0.601014,1.12327,0.647789,0.973999,0.961403,0.167592,0.555797,0.0439841,0.505619,0.0146178,0.475731,0.0401162,0.0495276,4
AT5G36910,6.92285,4.85949,4.63228,5.80281,5.91086,3.46307,2.59867,4.13463,20.7148,11.2867,8.27899,9.5586,1.58122,1.21574,0.837731,0.720047,1.80922,1.7045,1.67168,1.20904,0.00415009,0.197716,0.555797,0.721176,0.00225554,0.0371458,0.0467763,0.172545,4
AT5G39130,0,0.0205612,0,0.0249001,0,0,0,0,0.0499822,0.707465,0.117249,0.00703671,65535,5.10466,65535,-1.82318,65535,65535,65535,65535,1,0.987313,1,1,1,0.00225554,1,1,4
AT5G42800,179.33,224.811,189.219,74.9951,168.668,145.002,133.178,78.2142,354.806,390.14,324.001,187.53,0.984411,0.795282,0.775944,1.32225,1.07285,1.42792,1.28264,1.26162,0.0449349,0.411596,0.366652,0.015928,0.0208548,0.00415009,0.0196585,0.0118963,4
AT5G45340,0.143383,4.79417,1.24548,1.79191,0.160103,5.73478,2.37125,2.14253,0.363967,19.8543,3.69553,4.77267,1.34393,2.0501,1.56908,1.4133,1.18481,1.79164,0.640135,1.15548,0.991839,0.00225554,0.0619243,0.0495276,0.67994,0.00225554,0.805231,0.196151,4
AT5G45960,0.824236,0.913079,0.494279,0.21652,0.844133,0.438946,0.473448,0.254717,2.15431,3.38046,1.39844,0.374206,1.3861,1.88841,1.50042,0.789331,1.35169,2.94511,1.56254,0.554939,0.207303,0.0686527,0.261886,0.999842,0.237121,0.00901084,0.202266,0.999842,4
AT5G48880,107.741,143.125,159.377,125.41,101.885,87.3698,110.044,108.142,191.302,211.706,229.86,134.726,0.828281,0.564782,0.528306,0.103377,0.908913,1.27685,1.06268,0.317096,0.170354,0.770988,0.780177,0.999842,0.0946867,0.0184341,0.0513685,0.999842,4
AT5G52390,1.28387,0.237514,2.71539,0.208188,3.78924,0.908734,0.424272,0.433217,2.88945,0.83777,1.38414,3.26183,1.17029,1.81854,-0.972173,3.96972,-0.391114,-0.117304,1.70593,2.91252,0.439495,0.596693,0.718976,0.00901084,0.999842,0.999842,0.326101,0.0196585,4
AT5G54060,65.4186,82.7061,67.4782,31.9165,69.0078,46.3244,47.088,34.2109,139.223,153.857,137.856,78.8365,1.08962,0.895523,1.03067,1.30456,1.01257,1.73175,1.54973,1.20441,0.0196585,0.211685,0.054991,0.00587253,0.0330747,0.00225554,0.00225554,0.0118963,4
AT1G06620,2.44385,3.91346,6.67953,11.3431,3.32905,2.41225,2.32489,10.2726,3.35486,8.06518,5.3048,15.4128,0.457095,1.04326,-0.332448,0.44231,0.0111409,1.74133,1.19014,0.585326,0.999842,0.183871,0.999842,0.871172,0.999842,0.015928,0.138926,0.566079,5
AT1G14250,52.4193,100.43,172.083,248.588,89.4513,40.6823,53.0751,236.103,55.8401,131.653,111.299,214.888,0.0912032,0.390547,-0.62866,-0.210172,-0.679801,1.69426,1.06834,-0.135832,0.999842,0.999842,0.665717,0.999842,0.376311,0.00225554,0.0341157,0.999842,5
AT1G19020,51.4213,118.03,194.692,279.808,20.8122,90.2617,196.27,328.094,14.824,144.989,154.18,295.013,-1.79443,0.296795,-0.336584,0.0763383,-0.489492,0.683761,-0.348227,-0.153334,0.00415009,0.999842,0.999842,0.999842,0.999842,0.366288,0.999842,0.999842,5
AT1G19180,19.7689,46.1315,52.26,111.359,26.9321,45.0327,39.9906,102.188,32.5048,132.222,43.8962,113.838,0.717418,1.51913,-0.251611,0.0317649,0.271328,1.55392,0.134435,0.155765,0.376645,0.00225554,0.999842,0.999842,0.999842,0.00225554,0.999842,0.999842,5
AT1G51760,42.1459,50.8366,88.1663,157.339,53.7795,38.1093,41.4324,143.81,49.0642,108.975,78.2078,160.246,0.21928,1.10006,-0.172914,0.0264047,-0.132385,1.51578,0.916553,0.156124,0.999842,0.0636326,0.999842,0.999842,0.999842,0.00225554,0.0619243,0.999842,5
AT1G51780,0.144582,0.88087,16.3686,14.7607,1.78616,0.17758,0.30622,10.3366,0.425411,5.82904,8.87621,20.1245,1.55697,2.72626,-0.882915,0.447192,-2.06994,5.03671,4.8573,0.961191,0.648821,0.00901084,0.538925,0.999842,0.160763,0.0146178,0.00225554,0.103348,5
AT1G52400,60.6925,144.046,237.677,576.797,122.346,64.1963,82.2456,513.481,56.151,206.318,183.58,469.589,-0.112209,0.518342,-0.372597,-0.296665,-1.12358,1.68431,1.1584,-0.128912,0.999842,0.920299,0.999842,0.999842,0.0540901,0.00225554,0.0196585,0.999842,5
AT1G52410,9.63803,17.6434,34.6004,46.2272,21.4816,12.9514,12.7443,48.162,10.2607,32.3092,26.4282,61.3622,0.0903228,0.872818,-0.388706,0.408607,-1.06597,1.31884,1.05223,0.349452,0.999842,0.254848,0.999842,0.901286,0.0266529,0.00748685,0.0243883,0.999842,5
AT1G53880,0.376597,0.236273,1.15463,1.01156,0.954389,0.838,0.425841,1.78634,1.55865,0.427766,0.227329,1.13668,2.04921,0.856368,-2.34458,0.168235,0.707652,-0.970127,-0.905534,-0.652181,0.0184341,0.987325,0.0309671,0.999842,0.883049,0.848313,0.912615,0.921626,5
AT1G61610,3.77682,3.20199,7.12101,9.95519,5.06691,3.02202,3.9436,8.1908,3.91564,7.69676,6.55488,11.8431,0.0520745,1.26528,-0.119513,0.250524,-0.37186,1.34874,0.733056,0.531969,0.999842,0.0309671,0.999842,0.999842,0.999842,0.0104867,0.356951,0.564838,5
AT1G66760,4.64483,6.27257,16.9388,18.0797,13.4521,4.66621,7.10958,13.0048,8.27514,20.6453,14.1643,20.2799,0.833159,1.71869,-0.258078,0.165684,-0.700976,2.14549,0.994418,0.641011,0.37456,0.00225554,0.999842,0.999842,0.733459,0.00225554,0.0903116,0.49636,5
AT1G70700,279.466,320.184,429.571,584.999,292.587,228.038,215.499,455.525,409.012,563.733,556.769,563.476,0.549471,0.81611,0.374181,-0.0540791,0.483277,1.30573,1.3694,0.306826,0.623993,0.298012,0.999842,0.999842,0.780817,0.00901084,0.00587253,0.999842,5
AT1G72900,15.5994,66.1102,50.6824,98.0739,16.8468,70.0781,50.0456,96.9631,16.9469,150.581,63.3211,110.339,0.119526,1.1876,0.321201,0.169997,0.00854887,1.10351,0.339443,0.186429,0.999842,0.0320121,0.999842,0.999842,0.999842,0.0320121,0.999842,0.999842,5
AT1G01120,12.8943,22.1042,30.416,37.3148,11.0401,15.5599,26.7944,43.8623,24.802,36.5817,43.2572,40.3701,0.94372,0.726799,0.50811,0.113538,1.16771,1.23328,0.691011,-0.119693,0.0391221,0.283493,0.665219,0.999842,0.00748685,0.00415009,0.277258,0.999842,5
AT1G02920,47.7267,22.3527,52.2244,219.102,73.2333,53.7769,84.8248,216.716,44.5792,11.1803,54.8846,222.653,-0.0984243,-0.999493,0.0716779,0.0231948,-0.716127,-2.26603,-0.628084,0.0389909,0.999842,0.147337,0.999842,0.999842,0.676726,0.00415009,0.594845,0.999842,5
AT1G04800,13.1435,18.1897,29.3159,10.2168,15.9913,13.2393,14.5186,28.938,10.2067,6.71621,2.67229,35.0747,-0.364828,-1.4374,-3.45554,1.77949,-0.647775,-0.979113,-2.44176,0.277464,0.999842,0.160763,0.00225554,0.0146178,0.817725,0.521395,0.00225554,0.999842,5
AT1G05675,0.453937,25.867,45.7786,39.7172,0.375959,22.6054,54.1881,52.8471,0.521215,21.3344,25.9545,50.1237,0.199387,-0.27793,-0.818687,0.335728,0.471306,-0.0834827,-1.06199,-0.0763324,0.999842,0.999842,0.150264,0.999842,0.999842,0.999842,0.0184341,0.999842,5
AT1G14130,5.96003,9.70775,11.2377,13.6602,8.63367,7.19392,5.5458,10.753,5.81585,17.5625,8.6904,13.7497,-0.03533,0.855286,-0.370849,0.00942035,-0.569983,1.28764,0.648027,0.35466,0.999842,0.257527,0.999842,0.999842,0.688253,0.0104867,0.503504,0.999842,5
AT1G16420,0.987541,0.793026,3.01163,26.9664,1.38872,1.29354,4.33925,26.8428,1.67949,4.73402,4.37134,34.7729,0.766113,2.57762,0.537533,0.3668,0.274275,1.87174,0.0106299,0.373428,0.848515,0.00415009,0.997735,0.999842,0.999842,0.0361308,0.999842,0.999842,5
AT1G17380,9.03391,21.453,24.297,47.7549,11.1741,19.4085,13.0756,40.0895,8.32624,51.5214,18.4359,38.8484,-0.117686,1.26399,-0.398261,-0.297791,-0.424423,1.40848,0.495644,-0.0453689,0.999842,0.00748685,0.999842,0.999842,0.964975,0.00225554,0.792319,0.999842,5
AT1G19570,330.186,770.309,966.668,1427.98,430.348,361.937,420.494,1260.1,308.307,850.198,760.596,1151.65,-0.0989151,0.142362,-0.345889,-0.310267,-0.481137,1.23206,0.855046,-0.129827,0.999842,0.999842,0.999842,0.999842,0.8017,0.0118963,0.182259,0.999842,5
AT1G19640,33.7021,52.6953,84.7737,83.7389,36.0694,33.2093,36.0139,68.8808,28.6452,68.9206,51.9387,63.8662,-0.234548,0.387262,-0.706807,-0.390846,-0.332485,1.05335,0.528256,-0.109049,0.999842,0.999842,0.326101,0.929501,0.999842,0.0266529,0.623102,0.999842,5
AT1G19670,174.929,207.889,350.365,654.9,208.5,101.178,91.5491,485.228,180.012,350.477,305.314,507.188,0.0413218,0.753508,-0.198565,-0.368756,-0.211957,1.79242,1.73768,0.0638577,0.999842,0.373128,0.999842,0.999842,0.999842,0.00225554,0.00225554,0.999842,5
AT1G22650,9.68772,12.6584,13.5462,13.731,7.21144,11.7907,16.9233,15.7442,14.7029,13.0212,20.0502,18.4606,0.601868,0.0407673,0.56573,0.427014,1.02774,0.143211,0.244604,0.22963,0.433153,0.999842,0.487641,0.928259,0.0255307,0.999842,0.999842,0.999842,5
AT1G24070,3.30043,9.6923,19.7402,32.1899,8.55618,4.84419,4.48204,22.2747,4.14578,15.2857,14.8197,20.878,0.328989,0.657268,-0.413625,-0.624623,-1.04532,1.65785,1.72529,-0.0934201,0.999842,0.65294,0.997369,0.417212,0.102638,0.00225554,0.00225554,0.999842,5
AT1G44350,17.5217,29.7999,51.773,97.0764,17.9521,12.3482,15.4623,71.5101,17.7727,69.2241,47.596,84.9327,0.0205192,1.21597,-0.12136,-0.1928,-0.0144897,2.48698,1.62209,0.248173,0.999842,0.0277452,0.999842,0.999842,0.999842,0.00225554,0.00225554,0.999842,5
AT1G52000,40.7467,54.0178,60.3073,180.697,49.9796,36.6728,31.9072,132.622,58.8103,91.95,86.7374,160.245,0.529384,0.767414,0.52432,-0.173294,0.234727,1.32614,1.44277,0.272964,0.75364,0.294674,0.717088,0.999842,0.999842,0.00415009,0.00225554,0.999842,5
AT1G56060,25.2409,8.8983,9.54181,61.253,1.3,6.47447,22.8045,76.2515,2.45636,5.12493,3.45488,41.6133,-3.36117,-0.795999,-1.46563,-0.557735,0.918008,-0.337231,-2.72261,-0.87372,0.00225554,0.943675,0.337923,0.969241,0.999842,0.999842,0.0104867,0.481521,5
AT1G56240,0.0537171,20.7903,30.4,33.7019,0.0322958,18.6774,41.1594,48.6231,0.151173,9.7796,14.4926,32.1202,1.49274,-1.08807,-1.06876,-0.0693482,2.22678,-0.93345,-1.50591,-0.598161,1,0.0910546,0.0361308,0.999842,1,0.187151,0.00225554,0.978672,5
AT1G61560,0.495621,3.93116,4.66314,8.23021,0.406822,4.14739,4.15321,11.0325,0.794021,10.1862,6.75608,13.7229,0.679942,1.37359,0.534883,0.737585,0.964781,1.29635,0.701959,0.314832,0.978274,0.0118963,0.733737,0.336047,0.62095,0.0255307,0.458491,0.999842,5
AT1G66100,296.068,356.921,617.084,647.202,317.449,109.402,158.637,453.852,517.803,725.876,575.169,598.38,0.806475,1.02412,-0.101481,-0.113155,0.705879,2.73008,1.85825,0.39884,0.156659,0.135298,0.999842,0.999842,0.296336,0.00225554,0.00225554,0.992797,5
AT1G78460,7.83214,11.7772,28.0731,26.5458,6.19856,14.6423,27.0534,32.1183,3.31626,4.77925,10.9011,16.3622,-1.23985,-1.30114,-1.36471,-0.698122,-0.902378,-1.61529,-1.31133,-0.973033,0.131558,0.0910546,0.00748685,0.413285,0.474154,0.015928,0.0132684,0.0850726,5
"AT2G15480,AT2G15490",12.0631,3.58294,8.58196,12.7969,5.7519,6.14234,7.85242,16.9707,6.12731,10.1714,8.41208,21.1597,-0.977276,1.5053,-0.0288455,0.725525,0.0912152,0.727657,0.0993251,0.318279,0.280615,0.00748685,0.999842,0.493133,0.999842,0.452855,0.999842,0.999842,5
AT2G18690,33.1954,20.4715,32.8948,93.8004,18.4379,25.4995,49.3028,132.972,14.1503,29.5561,48.5881,136.706,-1.23015,0.529835,0.562743,0.543409,-0.381846,0.212983,-0.0210676,0.0399512,0.0146178,0.799012,0.674043,0.709899,0.999842,0.999842,0.999842,0.999842,5
AT2G22330,29.1246,54.1422,72.7539,141.973,34.73,32.1242,32.8377,113.41,37.7847,106.803,100.323,112.363,0.375568,0.980122,0.463553,-0.337449,0.12162,1.73321,1.61123,-0.0133759,0.983893,0.105412,0.862408,0.999842,0.999842,0.00225554,0.00225554,0.999842,5
AT2G30600,6.25784,4.44191,9.94334,16.768,6.43722,5.27946,5.58107,12.6384,5.39989,12.2337,8.37257,18.7502,-0.212734,1.4616,-0.24806,0.161189,-0.253508,1.21239,0.58513,0.569087,0.999842,0.0171885,0.999842,0.999842,0.999842,0.0858357,0.600809,0.582405,5
AT2G32190,75.6646,21.3408,30.712,86.33,12.185,16.2474,53.0578,118.065,12.1437,19.6785,20.4685,80.2345,-2.63941,-0.116994,-0.585398,-0.105639,-0.00489064,0.27641,-1.37416,-0.557282,0.00225554,0.999842,0.913524,0.999842,0.999842,0.999842,0.0820379,0.838647,5
AT2G32210,27.7186,48.4359,59.6857,64.8601,9.38253,35.0773,65.0306,84.5938,6.34137,42.7742,42.2503,61.5917,-2.12799,-0.179336,-0.498423,-0.0745934,-0.565182,0.286204,-0.622157,-0.457815,0.00587253,0.999842,0.757227,0.999842,0.999842,0.999842,0.454253,0.961847,5
AT2G34430,171.131,147.643,177.054,478.618,234.18,137.393,193.94,759.157,92.4567,66.6638,66.2227,695.078,-0.888251,-1.14714,-1.41879,0.538301,-1.34077,-1.04334,-1.55021,-0.127222,0.135918,0.0299199,0.00225554,0.910869,0.00901084,0.0610611,0.00225554,0.999842,5
AT2G35980,8.93483,0.851447,1.47875,12.0608,1.8913,2.75768,7.83955,18.2839,2.2032,0.173931,1.32268,15.1345,-2.01984,-2.2914,-0.16092,0.327519,0.220221,-3.98687,-2.56731,-0.272739,0.0309671,0.406033,0.999842,0.999842,0.999842,0.0975509,0.0146178,0.999842,5
AT2G36380,5.94621,5.30608,15.5002,24.3779,8.22314,6.16373,6.03628,18.6123,5.62155,18.0308,9.11049,17.6994,-0.0810016,1.76474,-0.766689,-0.461875,-0.54872,1.54859,0.593869,-0.0725557,0.999842,0.00225554,0.3956,0.842787,0.654341,0.00225554,0.473853,0.999842,5
AT2G39420,10.5917,12.5867,18.7376,46.1953,12.9515,9.1053,9.42139,39.7841,11.7912,20.2872,17.8079,54.6334,0.15477,0.688663,-0.0734196,0.242038,-0.135419,1.15579,0.918503,0.457592,0.999842,0.412982,0.999842,0.999842,0.999842,0.0208548,0.0812702,0.761724,5
AT2G43530,115.617,207.427,267.023,641.376,219.403,90.278,96.8505,519.929,107.111,231.409,205.243,514.612,-0.110239,0.157842,-0.379628,-0.317684,-1.03447,1.358,1.0835,-0.0148284,0.999842,0.999842,0.995943,0.999842,0.0371458,0.00225554,0.0118963,0.999842,5
AT2G06050,50.0742,105.306,184.794,372.482,54.5387,74.1808,81.3879,297.445,49.9931,169.703,179.826,292.368,-0.00233797,0.68842,-0.0393162,-0.349386,-0.125551,1.19389,1.14371,-0.02484,0.999842,0.432541,0.999842,0.999842,0.999842,0.0132684,0.00415009,0.999842,5
AT2G21140,1.73857,1.5347,2.57394,1.11134,2.82635,1.15553,1.94463,2.0582,1.56755,0.933393,0.260552,3.96693,-0.149386,-0.717399,-3.30433,1.83572,-0.850423,-0.307998,-2.89985,0.946635,0.999842,0.999842,0.0208548,0.042046,0.743062,0.999842,0.0401162,0.514746,5
AT2G32140,5.03241,8.47782,4.52178,17.7182,0.765707,8.89066,6.48242,16.1256,2.8008,17.3821,5.37417,12.8191,-0.845409,1.03584,0.24915,-0.466936,1.87097,0.967239,-0.270491,-0.331053,0.618444,0.175807,0.999842,0.999842,0.0277452,0.183871,0.999842,0.999842,5
AT2G38290,10.8683,13.0653,16.4458,45.9407,8.08367,11.725,19.4536,51.2545,5.20043,9.58624,9.85949,43.3229,-1.06343,-0.446703,-0.738132,-0.0846405,-0.63638,-0.290545,-0.980449,-0.242548,0.0381382,0.985591,0.365612,0.999842,0.503776,0.999842,0.104061,0.999842,5
AT2G38750,21.5114,47.2819,52.8718,56.4574,45.1062,23.1317,22.1138,51.9671,33.7045,74.4806,67.349,54.547,0.647842,0.655576,0.349158,-0.0496623,-0.420384,1.68699,1.60671,0.0699035,0.327221,0.487365,0.999842,0.999842,0.871529,0.00225554,0.00225554,0.999842,5
AT2G38860,18.5955,15.4327,21.6398,53.3899,19.4837,14.0256,15.517,51.6899,30.7729,30.72,38.3012,59.7524,0.726702,0.993191,0.823701,0.16243,0.659392,1.13112,1.30354,0.209113,0.200342,0.054991,0.118149,0.999842,0.336443,0.0171885,0.00225554,0.999842,5
AT2G39330,17.2006,32.434,86.4516,80.2678,42.1917,12.0874,15.1321,72.4632,10.641,39.0456,21.6583,65.5769,-0.692832,0.26765,-1.99697,-0.291633,-1.98733,1.69166,0.517308,-0.144061,0.368692,0.999842,0.00225554,0.999842,0.00225554,0.00225554,0.662019,0.999842,5
AT2G45760,9.85743,1.42772,3.41132,15.4368,1.40957,1.76575,7.19339,18.7084,2.04909,1.97682,2.03471,9.36774,-2.26623,0.469474,-0.745504,-0.720601,0.539725,0.162906,-1.82185,-0.997914,0.00225554,0.999842,0.874201,0.687723,0.999842,0.999842,0.0361308,0.305976,5
AT3G02840,1.06357,36.2991,21.5502,57.7122,0.820269,34.2934,30.0862,79.1182,0.961313,53.6325,11.8337,58.1728,-0.145831,0.563175,-0.864803,0.0114686,0.228909,0.645175,-1.34621,-0.443665,0.999842,0.641115,0.326845,0.999842,0.999842,0.444625,0.0341157,0.999842,5
AT3G10985,61.5374,105.388,104.52,207.254,49.7465,68.7708,81.829,189.774,80.7699,168.868,153.157,248.126,0.392355,0.68018,0.551228,0.259677,0.699222,1.29603,0.904328,0.386797,0.899713,0.487042,0.578276,0.999842,0.251802,0.00225554,0.114225,0.999116,5
AT3G23220,0.0904668,0.187247,0.890341,8.09512,0,0,0.208969,7.5919,0.119869,1.01586,0.30463,6.50253,0.405992,2.43968,-1.5473,-0.316051,65535,65535,0.543767,-0.223459,1,0.7024,0.90119,0.999842,1,0.00225554,1,0.999842,5
AT3G28220,40.6323,65.9181,131.84,462.678,61.6389,25.5385,38.6629,313.796,63.2314,183.795,226.974,483.484,0.638015,1.47935,0.783743,0.0634593,0.0367994,2.84736,2.55351,0.623639,0.366995,0.00748685,0.327998,0.999842,0.999842,0.00225554,0.00225554,0.583264,5
AT3G45140,630.54,717.039,1158.26,1827.18,880.45,558.819,627.144,1966.77,695.359,1228.03,1130.47,1849.62,0.14117,0.776226,-0.035035,0.0176074,-0.340484,1.1359,0.850056,-0.0885982,0.999842,0.444981,0.999842,0.999842,0.999842,0.0458466,0.186613,0.999842,5
AT3G48650,1.54044,12.8461,15.2012,32.802,0.742228,12.7233,18.1374,41.5337,1.34343,26.7684,15.4925,31.2005,-0.197428,1.0592,0.027385,-0.0722107,0.855982,1.07305,-0.227394,-0.412711,0.999842,0.0558756,0.999842,0.999842,0.826302,0.0381382,0.999842,0.999842,5
"AT3G51450,AT3G51460",32.8517,43.7832,88.1079,181.695,43.2196,33.5822,35.0731,163.204,34.7405,75.4409,72.7454,167.987,0.0806516,0.784969,-0.276417,-0.113167,-0.315065,1.16765,1.05249,0.0416769,0.999842,0.283071,0.999842,0.999842,0.999842,0.0196585,0.0255307,0.999842,5
AT3G01290,37.1284,60.4349,94.3911,156.267,11.1519,56.8715,98.9156,183.219,25.1935,95.5374,113.161,259.954,-0.55947,0.660683,0.26166,0.734238,1.17576,0.748358,0.194112,0.504689,0.695829,0.448437,0.999842,0.454832,0.0243883,0.298437,0.999842,0.932153,5
AT3G04220,0.342556,0.204625,0.858203,5.24389,0.235055,0.119798,0.809803,6.87449,0.269894,0.798046,0.656182,4.8479,-0.343949,1.96349,-0.387223,-0.113279,0.199391,2.73587,-0.303476,-0.503893,0.999842,0.0843149,0.999842,0.999842,1,0.0391221,0.999842,0.999842,5
AT3G09940,0.417616,0.390239,8.82015,20.8469,2.7003,0.916657,0.76329,20.2773,0.978989,0.763659,1.79979,23.0962,1.22912,0.96857,-2.29297,0.147823,-1.46376,-0.263453,1.23753,0.187792,0.539699,0.915824,0.00225554,0.999842,0.181752,0.999842,0.310308,0.999842,5
AT3G12145,5.85492,12.4232,27.3578,39.5392,10.6214,7.31881,6.07687,29.3331,6.03168,19.0797,19.8303,24.2264,0.0429111,0.619,-0.464249,-0.706704,-0.81634,1.38236,1.7063,-0.275949,0.999842,0.680292,0.911575,0.229512,0.278081,0.0104867,0.00225554,0.999842,5
AT3G15356,70.6659,32.0493,92.8225,255.603,56.4694,45.6857,105.723,335.738,30.6785,21.684,44.7914,270.619,-1.20379,-0.563661,-1.05125,0.0823594,-0.880244,-1.07511,-1.239,-0.311075,0.0232287,0.717811,0.0636326,0.999842,0.163617,0.177969,0.0132684,0.999842,5
AT3G16530,247.01,78.2619,212.929,480.586,228.514,193.835,286.426,597.101,148.186,56.5627,120.881,449.27,-0.737162,-0.468458,-0.816784,-0.0972127,-0.624873,-1.77691,-1.24457,-0.410393,0.581726,0.87749,0.233301,0.999842,0.858447,0.0184341,0.0104867,0.999842,5
AT3G23550,0.871437,0.200077,2.95251,12.2349,0.162951,0.232357,2.56072,17.3976,0.138047,0.669564,0.602818,19.7499,-2.65824,1.74267,-2.29215,0.690838,-0.239283,1.52688,-2.08675,0.182953,0.0743116,0.39109,0.00748685,0.415194,1,0.537684,0.0232287,0.999842,5
AT3G54640,35.7196,39.6028,50.9573,97.4826,42.5407,31.3451,32.4598,87.1563,40.7551,58.4711,66.384,81.9796,0.190267,0.562121,0.381548,-0.24988,-0.061863,0.899484,1.03218,-0.0883398,0.999842,0.598532,0.967016,0.999842,0.999842,0.0805217,0.0171885,0.999842,5
