gene_ID,WT_0,WT_15,WT_30,WT_60,log2fc_WT_0_WT_15,log2fc_WT_0_WT_30,log2fc_WT_0_WT_60,log2fc_WT_15_WT_30,log2fc_WT_15_WT_60,log2fc_WT_30_WT_60,qWT_0_WT_15,qWT_0_WT_30,qWT_0_WT_60,qWT_15_WT_30,qWT_15_WT_60,qWT_30_WT_60,cluster
AT1G35230,8.25778,9.93889,20.9041,126.456,0.267331,1.33996,3.93674,1.07263,3.66941,2.59678,0.999842,0.0789703,0.00225554,0.244032,0.00225554,0.00225554,1
AT1G35710,29.2839,19.2562,24.6097,70.7323,-0.604786,-0.25088,1.27226,0.353906,1.87705,1.52314,0.586194,0.999842,0.00587253,0.999842,0.00225554,0.00415009,1
AT1G43160,10.8527,25.8111,7.93462,82.6715,1.24994,-0.451819,2.92934,-1.70176,1.6794,3.38116,0.137713,0.999842,0.00225554,0.0184341,0.0486053,0.00225554,1
AT1G45191,42.6737,61.496,47.9847,13.4607,0.527146,0.169228,-1.66459,-0.357918,-2.19174,-1.83382,0.808051,0.999842,0.00225554,0.999842,0.00225554,0.00225554,5
AT1G47400,16.4048,63.7192,36.3995,15.6092,1.95761,1.1498,-0.0717262,-0.807807,-2.02933,-1.22152,0.00225554,0.168696,0.999842,0.680292,0.00225554,0.141993,9
AT1G47480,1.12667,0.608646,1.50712,3.18246,-0.888389,0.419725,1.49808,1.30811,2.38647,1.07835,0.919187,0.999842,0.133423,0.42677,0.0171885,0.33531,3
AT1G48210,3.98093,1.94914,2.559,8.90354,-1.03027,-0.637527,1.16127,0.392742,2.19154,1.7988,0.338657,0.79718,0.0567395,0.999842,0.00225554,0.00225554,1
AT1G48370,3.06818,1.95811,2.03818,7.41116,-0.647921,-0.5901,1.27232,0.0578209,1.92024,1.86242,0.82618,0.799411,0.0266529,0.999842,0.00225554,0.00225554,1
AT1G49050,9.20176,12.4751,12.9526,19.854,0.439065,0.493264,1.10945,0.054199,0.670382,0.616183,0.914161,0.755716,0.0104867,0.999842,0.436878,0.487641,1
AT1G49430,6.47681,5.75489,4.64075,2.64146,-0.170496,-0.480927,-1.29395,-0.310431,-1.12346,-0.813025,0.999842,0.808513,0.00587253,0.999842,0.0644722,0.276421,2
AT1G49450,1.22315,1.79494,1.83155,7.10561,0.553331,0.582466,2.53836,0.0291346,1.98502,1.95589,0.999842,0.999842,0.00225554,0.999842,0.00225554,0.00587253,1
AT1G50740,14.9235,58.9848,50.6101,61.4113,1.98276,1.76184,2.04092,-0.220917,0.0581607,0.279078,0.00225554,0.00225554,0.00225554,0.999842,0.999842,0.999842,8
AT1G51090,11.8649,6.85269,10.9211,27.4726,-0.79196,-0.119589,1.21129,0.672371,2.00325,1.33088,0.62675,0.999842,0.0812702,0.836368,0.00415009,0.0330747,1
AT1G51270,2.76028,4.66046,8.05374,10.184,0.755658,1.54484,1.88341,0.789186,1.12776,0.33857,0.540475,0.015928,0.00225554,0.602496,0.0513685,0.999842,8
AT1G51340,24.1564,25.4294,33.3552,16.4146,0.0740899,0.465503,-0.557431,0.391413,-0.631521,-1.02293,0.999842,0.794873,0.532012,0.999842,0.456246,0.0266529,5
AT1G51620,0.745191,0.648608,0.446963,4.81197,-0.200264,-0.737456,2.69095,-0.537192,2.89121,3.4284,0.999842,0.999842,0.00901084,0.999842,0.00415009,0.00225554,1
AT1G51660,20.6156,66.3136,33.4096,50.2798,1.68557,0.696527,1.28624,-0.989043,-0.399326,0.589718,0.00225554,0.253093,0.00748685,0.0430158,0.999842,0.569038,9
AT1G51700,42.7097,136.124,69.94,82.0215,1.67229,0.711555,0.941439,-0.960733,-0.730849,0.229884,0.00225554,0.229027,0.0619243,0.0661732,0.333019,0.999842,9
AT1G51760,49.0642,108.975,78.2078,160.246,1.15126,0.672642,1.70754,-0.478615,0.556284,1.0349,0.0255307,0.366652,0.00225554,0.896244,0.728556,0.0266529,6
AT1G51780,0.425411,5.82904,8.87621,20.1245,3.77633,4.38302,5.56395,0.606687,1.78762,1.18094,0.0171885,0.00225554,0.00225554,0.871647,0.00225554,0.0670039,1
AT1G51800,1.7359,0.400104,1.42575,16.8058,-2.11724,-0.283967,3.2752,1.83327,5.39244,3.55917,0.0220541,0.999842,0.00225554,0.0644722,0.00225554,0.00225554,1
AT1G51913,0,0,0.136045,1.822,0,65535,65535,65535,65535,3.74336,1,1,0.028818,1,0.0309671,0.999842,1
AT1G51920,1.28052,0,0.137288,7.50487,65535,-3.22146,2.55109,65535,65535,5.77255,1,1,0.737561,1,0.00225554,0.999842,1
AT1G52400,56.151,206.318,183.58,469.589,1.87749,1.70902,3.06402,-0.168465,1.18653,1.35499,0.00225554,0.00225554,0.00225554,0.999842,0.0341157,0.00225554,1
AT1G52410,10.2607,32.3092,26.4282,61.3622,1.65481,1.36495,2.58022,-0.289866,0.925402,1.21527,0.00225554,0.00415009,0.00225554,0.999842,0.0946867,0.00415009,6
AT1G52690,24.0695,0.152129,15.2166,93.4009,-7.30577,-0.661557,1.95623,6.64421,9.262,2.61779,0.167592,0.999842,0.753815,0.0208548,0.160184,0.343133,1
AT1G52720,10.9285,24.1748,20.3751,63.5945,1.1454,0.898709,2.5408,-0.246694,1.3954,1.64209,0.0903116,0.201783,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G52780,11.3117,7.43131,11.2835,19.2298,-0.606127,-0.00359924,0.765532,0.602528,1.37166,0.769131,0.509163,0.999842,0.152627,0.558016,0.00225554,0.174155,3
AT1G53110,2.70011,2.6785,3.8918,9.26547,-0.0115926,0.527422,1.77885,0.539015,1.79044,1.25143,0.999842,0.8484,0.00225554,0.8809,0.00225554,0.00587253,1
AT1G53390,4.14675,4.15028,5.32724,9.65284,0.00122939,0.361409,1.21897,0.360179,1.21774,0.857565,0.999842,0.999842,0.00225554,0.999842,0.00415009,0.0895647,1
AT1G53430,6.80944,15.2422,17.3435,27.0567,1.16246,1.34879,1.99038,0.186327,0.82792,0.641592,0.0184341,0.00225554,0.00225554,0.999842,0.287758,0.454253,8
AT1G53440,3.89395,9.0807,8.7258,16.1666,1.22157,1.16405,2.05371,-0.0575162,0.832142,0.889659,0.181208,0.168128,0.00748685,0.999842,0.668602,0.5184,6
AT1G53470,7.36309,2.81794,3.63073,15.452,-1.38567,-1.02005,1.06941,0.365619,2.45508,2.08946,0.0961276,0.329425,0.375597,0.999842,0.00225554,0.00415009,1
AT1G53540,37.7799,160.66,290.814,19.8851,2.08832,2.9444,-0.925934,0.856087,-3.01425,-3.87034,0.00225554,0.00225554,0.425508,0.62461,0.00225554,0.00225554,7
AT1G53880,1.55865,0.427766,0.227329,1.13668,-1.86541,-2.77745,-0.455479,-0.912042,1.40993,2.32197,0.0710676,0.00587253,0.999842,0.967752,0.292303,0.028818,4
AT1G53910,38.1513,25.3805,34.7861,54.6175,-0.588013,-0.133219,0.517632,0.454794,1.10565,0.650852,0.601818,0.999842,0.67462,0.864309,0.028818,0.365973,1
AT1G54030,22.5141,28.674,27.087,47.0557,0.348913,0.26677,1.06354,-0.0821432,0.714627,0.796771,0.999842,0.999842,0.0132684,0.999842,0.285238,0.109513,1
AT1G54820,5.88365,5.5569,4.08047,9.34733,-0.0824301,-0.527976,0.667843,-0.445545,0.750273,1.19582,0.999842,0.857099,0.540967,0.999842,0.455967,0.0361308,1
AT1G54890,0.812003,0,0.0545956,1.72321,65535,-3.89463,1.08554,65535,65535,4.98017,0.00225554,0.447871,0.88766,1,0.00225554,0.408808,1
AT1G56150,29.1868,61.8642,32.7318,47.263,1.08379,0.165377,0.695393,-0.918411,-0.388395,0.530016,0.0476943,0.999842,0.386749,0.147337,0.999842,0.722276,9
AT1G56170,29.6687,41.6975,37.0139,13.9282,0.491022,0.319125,-1.09093,-0.171897,-1.58195,-1.41005,0.807143,0.999842,0.0381382,0.999842,0.00225554,0.00225554,5
AT1G56430,39.7795,43.5501,42.2374,20.5196,0.130649,0.0864944,-0.955023,-0.044155,-1.08567,-1.04152,0.999842,0.999842,0.0593278,0.999842,0.0255307,0.0351302,5
AT1G56540,0.3747,4.42725,2.74232,2.02606,3.5626,2.87159,2.43487,-0.691012,-1.12774,-0.436724,0.00225554,0.00225554,0.00225554,0.48569,0.0895647,0.992797,9
AT1G56600,24.423,12.7625,15.1149,5.66749,-0.936325,-0.692269,-2.10746,0.244057,-1.17113,-1.41519,0.27186,0.573899,0.00225554,0.999842,0.210218,0.0522654,2
AT1G56660,15.2649,5.70259,9.13601,14.2389,-1.42053,-0.740579,-0.10038,0.679948,1.32015,0.6402,0.00225554,0.323434,0.999842,0.518643,0.00901084,0.502769,4
AT1G57630,11.1617,6.66561,7.01572,39.0406,-0.74375,-0.669895,1.80642,0.0738545,2.55017,2.47631,0.902433,0.926145,0.00901084,0.999842,0.00225554,0.00225554,1
AT1G58225,4.90463,3.03869,5.93265,20.9405,-0.690693,0.274531,2.09408,0.965224,2.78478,1.81955,0.983045,0.999842,0.00225554,0.657049,0.00225554,0.00225554,1
AT1G58340,0.877644,0.456359,0.706801,3.00217,-0.943467,-0.312332,1.7743,0.631135,2.71777,2.08663,0.796066,0.999842,0.0351302,0.999842,0.00415009,0.0146178,1
AT1G58420,1.42274,47.3842,22.9905,29.0842,5.05766,4.01429,4.35349,-1.04337,-0.704173,0.339198,0.00225554,0.00225554,0.00225554,0.0702626,0.509719,0.999842,9
AT1G58520,125.965,96.2428,93.6705,40.6264,-0.388268,-0.427352,-1.63253,-0.0390836,-1.24426,-1.20518,0.999842,0.868403,0.00225554,0.999842,0.00587253,0.00225554,2
AT1G59590,2.56463,31.8104,8.17319,14.4935,3.63267,1.67215,2.49859,-1.96053,-1.13409,0.826438,0.00225554,0.00748685,0.00225554,0.00225554,0.0694445,0.31728,9
AT1G59860,26.4166,94.5465,227.507,17.0025,1.83958,3.10639,-0.635696,1.26681,-2.47528,-3.74209,0.00225554,0.00225554,0.624794,0.108806,0.00225554,0.00225554,7
AT1G59870,40.4548,131.562,214.768,481.475,1.70136,2.4084,3.57308,0.707033,1.87172,1.16468,0.00225554,0.00225554,0.00225554,0.543646,0.00225554,0.0702626,1
AT1G61120,1.12197,2.98668,2.55374,12.3416,1.4125,1.18658,3.45943,-0.225928,2.04692,2.27285,0.0924983,0.20629,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G61250,28.3585,23.3412,26.6941,50.6572,-0.280903,-0.0872576,0.836989,0.193646,1.11789,0.924246,0.999842,0.999842,0.0873508,0.999842,0.015928,0.0495276,1
AT1G61340,3.32437,51.9562,17.6825,34.7186,3.96614,2.41117,3.38456,-1.55497,-0.581584,0.973385,0.00225554,0.00225554,0.00225554,0.00225554,0.798898,0.184413,9
AT1G61470,0.688217,9.95777,2.23945,2.68253,3.85489,1.70221,1.96266,-2.15268,-1.89223,0.260451,0.00225554,0.174155,0.102638,0.0104867,0.0661732,0.999842,9
AT1G61610,3.91564,7.69676,6.55488,11.8431,0.975005,0.743323,1.59673,-0.231682,0.62172,0.853403,0.116902,0.270162,0.00225554,0.999842,0.517612,0.0888337,6
AT1G62370,13.7074,6.99095,12.6794,21.8719,-0.971393,-0.112472,0.674123,0.858921,1.64552,0.786595,0.463296,0.999842,0.845295,0.587344,0.0299199,0.633906,3
AT1G62570,6.06613,8.37672,6.84136,15.3474,0.465609,0.173506,1.33914,-0.292103,0.873535,1.16564,0.980354,0.999842,0.0277452,0.999842,0.397846,0.0653304,1
AT1G63740,1.46728,1.88858,2.05075,3.32005,0.364155,0.483005,1.17806,0.11885,0.813901,0.69505,0.999842,0.931698,0.0430158,0.999842,0.34534,0.43973,1
AT1G63750,1.29942,10.1403,6.26675,6.98273,2.96416,2.26985,2.42593,-0.694308,-0.538234,0.156074,0.00225554,0.00225554,0.00225554,0.363802,0.796066,0.999842,8
AT1G63830,19.9712,49.3725,49.6861,86.6238,1.30579,1.31492,2.11684,0.00913444,0.811056,0.801921,0.00225554,0.00225554,0.00225554,0.999842,0.23238,0.152627,8
AT1G63950,0.82897,0,0.353083,0.928901,65535,-1.23131,0.164205,65535,65535,1.39552,0.160763,0.999842,0.999842,1,0.0255307,0.999842,4
AT1G64065,1.95656,6.94902,4.96448,8.97229,1.82849,1.34332,2.19715,-0.485166,0.368667,0.853834,0.0104867,0.0903116,0.00225554,0.995084,0.999842,0.386046,8
AT1G64390,33.1192,43.7706,31.0543,13.3445,0.402294,-0.0928734,-1.31142,-0.495167,-1.71372,-1.21855,0.993698,0.999842,0.00225554,0.812275,0.00225554,0.00587253,2
AT1G64500,214.441,193.523,197.188,105.396,-0.148073,-0.121007,-1.02476,0.0270666,-0.876691,-0.903757,0.999842,0.999842,0.0146178,0.999842,0.134039,0.0467763,5
AT1G64710,15.7359,23.5721,38.239,88.2783,0.583022,1.28099,2.488,0.697968,1.90498,1.20701,0.555118,0.00225554,0.00225554,0.311427,0.00225554,0.00748685,1
AT1G64890,1.15442,1.63006,1.58218,3.88587,0.497753,0.45474,1.75106,-0.0430125,1.25331,1.29632,0.999842,0.999842,0.0146178,0.999842,0.152067,0.0924983,1
AT1G65390,0.95696,33.5761,24.0952,29.7212,5.13283,4.65414,4.95689,-0.478692,-0.175941,0.30275,0.00225554,0.00225554,0.00225554,0.850994,0.999842,0.999842,8
AT1G65480,11.9642,14.3996,15.9414,7.09211,0.267308,0.414057,-0.754439,0.146749,-1.02175,-1.1685,0.999842,0.995231,0.425209,0.999842,0.163617,0.0439841,5
AT1G65486,12.2416,30.5371,49.7737,119.815,1.31878,2.0236,3.29095,0.70482,1.97217,1.26735,0.343133,0.0132684,0.00225554,0.872298,0.00225554,0.0805217,1
AT1G65500,18.4492,9.25711,17.5504,41.2189,-0.994924,-0.0720573,1.15975,0.922867,2.15467,1.23181,0.352559,0.999842,0.0476943,0.465504,0.00225554,0.0381382,1
AT1G65790,3.83136,1.49703,6.39438,18.952,-1.35576,0.738949,2.30643,2.09471,3.66218,1.56748,0.0458466,0.482042,0.00225554,0.00225554,0.00225554,0.00415009,1
AT1G65800,40.7612,32.9359,47.1062,66.8278,-0.307535,0.20872,0.713252,0.516255,1.02079,0.504532,0.999842,0.999842,0.261886,0.752267,0.0361308,0.746631,3
AT1G66050,1.53873,0.0849871,0.787938,0.580662,-4.17835,-0.965584,-1.40597,3.21277,2.77238,-0.440385,0.0171885,0.807469,0.329425,0.0602062,0.118149,0.999842,10
AT1G66090,4.97192,121.291,51.469,49.7164,4.60852,3.37183,3.32185,-1.23669,-1.28668,-0.0499823,0.00225554,0.00225554,0.00225554,0.0522654,0.0828077,0.999842,9
AT1G66160,4.76381,25.2952,16.6677,38.6698,2.40868,1.80686,3.02102,-0.601811,0.612342,1.21415,0.00225554,0.00225554,0.00225554,0.562157,0.541737,0.0104867,8
AT1G66180,12.7118,43.7292,29.3774,21.1726,1.78242,1.20853,0.736026,-0.57389,-1.0464,-0.472506,0.00225554,0.00225554,0.237594,0.57803,0.0430158,0.789653,9
AT1G66600,1.07691,1.14154,0.413138,2.85433,0.0840806,-1.3822,1.40625,-1.46628,1.32217,2.78846,0.999842,0.735429,0.491943,0.73883,0.600154,0.0401162,1
AT1G66760,8.27514,20.6453,14.1643,20.2799,1.31896,0.7754,1.2932,-0.543559,-0.025762,0.517797,0.0391221,0.392391,0.0196585,0.836479,0.999842,0.775922,8
AT1G66780,0.0584572,0.00981341,0,0.368106,-2.57455,65535,2.65467,65535,5.22922,65535,1,1,0.435589,1,0.987325,0.00225554,1
AT1G66880,9.93051,10.8477,16.4985,35.8754,0.127446,0.732398,1.85306,0.604952,1.72561,1.12066,0.999842,0.252231,0.00225554,0.564098,0.00225554,0.00901084,1
AT1G67060,5.46545,11.0592,9.99542,15.8522,1.01683,0.870925,1.53627,-0.145903,0.519438,0.665341,0.161345,0.258859,0.00225554,0.999842,0.84958,0.461302,8
AT1G67470,5.384,17.9978,9.47448,10.6518,1.74107,0.815368,0.984345,-0.925701,-0.756724,0.168977,0.00225554,0.225254,0.107451,0.111548,0.35185,0.999842,9
AT1G67810,0.885572,1.52961,1.93411,7.94548,0.788487,1.12699,3.16545,0.338505,2.37697,2.03846,0.999842,0.671738,0.00225554,0.999842,0.0132684,0.0351302,1
AT1G68190,2.97453,2.00656,1.60307,10.2975,-0.567939,-0.891822,1.79156,-0.323883,2.3595,2.68338,0.999842,0.5184,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G68238,237.029,285.894,276.204,108.016,0.270417,0.220668,-1.13382,-0.0497491,-1.40424,-1.35449,0.999842,0.999842,0.00901084,0.999842,0.00225554,0.00225554,5
AT1G68330,0.215792,0.83778,0.727254,1.78605,1.95693,1.75281,3.04905,-0.204112,1.09213,1.29624,0.293446,0.321546,0.0243883,0.999842,0.618444,0.410725,6
AT1G68840,2.2777,36.5198,6.43229,27.8544,4.00303,1.49775,3.61225,-2.50527,-0.390772,2.1145,0.00225554,0.0320121,0.00225554,0.00225554,0.999842,0.00225554,6
AT1G68870,9.71575,10.9283,7.86286,3.33442,0.169674,-0.305271,-1.54289,-0.474945,-1.71256,-1.23762,0.999842,0.999842,0.0504488,0.999842,0.0371458,0.188752,2
AT1G69490,5.16556,1.47064,3.81662,9.14323,-1.81248,-0.436631,0.823778,1.37585,2.63626,1.26041,0.0371458,0.999842,0.539437,0.250005,0.00225554,0.168128,1
AT1G69600,0,0,0.0280646,0.494653,0,65535,65535,65535,65535,4.13959,1,1,0.00225554,1,0.00225554,0.995231,1
AT1G69750,9.64794,13.442,10.2736,19.6801,0.478457,0.0906548,1.02844,-0.387803,0.549987,0.93779,0.914969,0.999842,0.0439841,0.999842,0.731805,0.0710676,6
AT1G69910,1.67971,3.50963,2.82313,4.81203,1.06311,0.749085,1.51844,-0.314024,0.455327,0.769351,0.215664,0.553952,0.0132684,0.999842,0.999589,0.385041,8
AT1G70690,2.97696,3.24199,3.69387,7.27329,0.123041,0.311294,1.28877,0.188254,1.16573,0.977476,0.999842,0.999842,0.0458466,0.999842,0.138926,0.173618,1
AT1G70820,28.641,29.5157,38.6982,75.6328,0.043403,0.434187,1.40093,0.390784,1.35753,0.966745,0.999842,0.892338,0.00225554,0.999842,0.00225554,0.0576151,1
AT1G70940,25.6341,19.223,13.2463,11.2758,-0.415231,-0.952478,-1.18483,-0.537247,-0.769596,-0.232349,0.910788,0.028818,0.00225554,0.632862,0.233301,0.999842,2
AT1G71100,20.9212,33.1804,33.5199,52.8938,0.665365,0.680051,1.33813,0.0146858,0.672766,0.65808,0.422032,0.288964,0.00225554,0.999842,0.379061,0.301237,8
AT1G71400,0.362336,1.29058,1.8855,1.30682,1.83262,2.37955,1.85066,0.546932,0.0180441,-0.528888,0.0946867,0.00748685,0.0495276,0.999842,0.999842,0.999842,7
AT1G71520,0.753921,13.1505,9.35276,29.6297,4.12456,3.63291,5.29649,-0.49165,1.17193,1.66358,0.0309671,0.0184341,0.00225554,0.999842,0.207303,0.0232287,6
AT1G71697,7.81778,13.6467,15.2167,21.9176,0.803722,0.960826,1.48726,0.157103,0.68354,0.526436,0.238457,0.0636326,0.00225554,0.999842,0.370036,0.611304,8
AT1G71880,74.7963,99.1948,89.8508,167.138,0.407299,0.264565,1.16001,-0.142733,0.752707,0.89544,0.958145,0.999842,0.00748685,0.999842,0.267631,0.0759189,1
AT1G72060,2.7875,2.64762,4.68643,35.5893,-0.074275,0.749518,3.6744,0.823793,3.74868,2.92489,0.999842,0.999842,0.0401162,0.999842,0.0146178,0.0946867,1
AT1G72130,40.9482,35.3308,34.6148,20.1569,-0.212874,-0.242411,-1.02253,-0.0295371,-0.809651,-0.780114,0.999842,0.999842,0.0132684,0.999842,0.160763,0.139548,5
AT1G72150,29.769,22.8847,25.3049,61.7446,-0.379425,-0.23439,1.0525,0.145034,1.43193,1.28689,0.999842,0.999842,0.0759189,0.999842,0.00901084,0.0132684,1
AT1G72240,6.66222,18.7773,5.07902,9.3985,1.49491,-0.391452,0.496428,-1.88637,-0.998486,0.88788,0.0644722,0.999842,0.999842,0.0146178,0.382024,0.594203,9
AT1G72520,6.32742,101.187,42.1835,66.701,3.99927,2.73699,3.39802,-1.26228,-0.601247,0.661029,0.00225554,0.00225554,0.00225554,0.00225554,0.757515,0.564332,9
AT1G72900,16.9469,150.581,63.3211,110.339,3.15145,1.90167,2.70285,-1.24979,-0.448606,0.80118,0.00225554,0.00225554,0.00225554,0.0522654,0.972622,0.376968,9
AT1G72910,16.0988,112.819,18.9118,38.7363,2.80898,0.232333,1.26673,-2.57665,-1.54225,1.0344,0.00225554,0.999842,0.0171885,0.00225554,0.00415009,0.0718803,9
AT1G72920,5.8306,126.454,12.8344,15.0744,4.43882,1.1383,1.37039,-3.30052,-3.06843,0.232092,0.00225554,0.0449349,0.0104867,0.00225554,0.00225554,0.999842,9
AT1G72940,14.2631,166.915,34.1559,28.7986,3.54875,1.25984,1.01371,-2.2889,-2.53504,-0.246136,0.00225554,0.00225554,0.0351302,0.00225554,0.00225554,0.999842,9
AT1G73600,1487.48,1222.85,1498.32,483.847,-0.282622,0.0104786,-1.62025,0.2931,-1.33763,-1.63073,0.999842,0.999842,0.00225554,0.999842,0.00415009,0.00225554,5
AT1G74080,0.212157,0,0.0749842,0.336738,65535,-1.50048,0.666493,65535,65535,2.16697,1,1,0.999842,1,0.00225554,0.703095,1
AT1G74360,4.89343,4.72317,7.82255,25.925,-0.0510897,0.676794,2.40542,0.727883,2.45651,1.72863,0.999842,0.932977,0.00225554,0.775468,0.00225554,0.0104867,1
AT1G74450,12.0952,31.3135,13.4799,17.5331,1.37235,0.156371,0.535646,-1.21598,-0.836702,0.379275,0.00225554,0.999842,0.583491,0.00748685,0.135918,0.946237,9
AT1G74650,0.510941,0.500099,1.10645,2.47173,-0.0309416,1.11471,2.27429,1.14566,2.30523,1.15958,0.999842,0.500457,0.0132684,0.568769,0.0196585,0.240326,1
AT1G74710,6.86471,5.17956,5.10996,19.7068,-0.406369,-0.425886,1.52142,-0.0195164,1.92779,1.94731,0.999842,0.941106,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G74790,4.89314,4.90218,3.73517,9.09088,0.00266487,-0.389585,0.89366,-0.39225,0.890995,1.28324,0.999842,0.999842,0.0903116,0.999842,0.143766,0.00748685,1
AT1G74810,9.42683,17.0166,16.8437,6.87876,0.852095,0.837367,-0.454624,-0.0147276,-1.30672,-1.29199,0.152627,0.110213,0.870355,0.999842,0.00587253,0.00225554,7
AT1G74930,1.52433,10.4356,2.44022,5.70075,2.77527,0.678832,1.90297,-2.09643,-0.872292,1.22414,0.00225554,0.970084,0.0255307,0.00225554,0.355588,0.180125,9
AT1G75020,6.4087,23.238,10.0867,14.7081,1.85838,0.654346,1.1985,-1.20403,-0.659877,0.544157,0.00225554,0.498828,0.0208548,0.0104867,0.514987,0.712159,9
AT1G75040,58.08,25.6737,63.9869,125.098,-1.17775,0.139737,1.10695,1.31749,2.2847,0.96721,0.00901084,0.999842,0.0132684,0.00225554,0.00225554,0.0513685,3
AT1G75190,1.73136,1.14517,1.78595,4.55861,-0.596342,0.044781,1.39668,0.641123,1.99303,1.3519,0.999842,0.999842,0.093231,0.999842,0.0458466,0.124633,1
AT1G75580,25.6655,14.1584,19.8307,11.5998,-0.858176,-0.372093,-1.14573,0.486083,-0.287553,-0.773636,0.2628,0.999842,0.0371458,0.931489,0.999842,0.346373,10
AT1G75830,0.826641,0,0.250294,0.69853,65535,-1.72364,-0.24294,65535,65535,1.4807,0.0208548,0.957414,0.999842,1,0.00901084,0.999842,4
AT1G76040,5.14106,7.55735,6.8497,21.0988,0.555814,0.413974,2.03702,-0.14184,1.48121,1.62305,0.808314,0.999842,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G76070,5.04517,13.3175,8.17902,17.5215,1.40034,0.697025,1.79615,-0.703318,0.39581,1.09913,0.0118963,0.528714,0.00225554,0.481748,0.999842,0.0410864,6
AT1G76600,6.41218,35.7313,9.83985,44.8159,2.4783,0.617822,2.80512,-1.86048,0.326821,2.1873,0.00225554,0.817626,0.00225554,0.00225554,0.999842,0.00225554,6
AT1G76680,38.5685,120.643,71.0547,173.99,1.64525,0.881506,2.17351,-0.763743,0.52826,1.292,0.00225554,0.0710676,0.00225554,0.324154,0.957027,0.0309671,6
AT1G77420,7.46479,10.6149,8.39859,15.0235,0.507916,0.170046,1.00905,-0.33787,0.501133,0.839003,0.811389,0.999842,0.0371458,0.999842,0.780177,0.120767,6
AT1G77730,0.0687148,0,0.0829362,0.421649,65535,0.271382,2.61735,65535,65535,2.34597,1,1,0.66825,1,0.00225554,0.720913,1
"AT1G77890,AT1G77910",3.14201,7.41604,4.14023,5.79646,1.23896,0.39802,0.883483,-0.84094,-0.355476,0.485463,0.0391221,0.999842,0.199289,0.280615,0.999842,0.878875,9
AT1G78000,3.32956,0.670841,1.77374,1.97634,-2.31129,-0.908537,-0.752505,1.40275,1.55879,0.156033,0.00225554,0.538925,0.713139,0.195071,0.109513,0.999842,4
AT1G78020,250.972,225.573,261.666,118.081,-0.153934,0.0602005,-1.08775,0.214135,-0.933819,-1.14795,0.999842,0.999842,0.0104867,0.999842,0.0850726,0.00587253,5
AT1G78100,113.829,64.3596,75.9586,45.473,-0.822639,-0.583581,-1.32378,0.239058,-0.501145,-0.740203,0.133423,0.430988,0.00225554,0.999842,0.73818,0.187684,10
AT1G78410,2.277,29.0396,33.9474,110.469,3.67282,3.89809,5.60037,0.225279,1.92755,1.70227,0.00225554,0.00225554,0.00225554,0.999842,0.00225554,0.00225554,1
AT1G78490,7.22111,15.7005,9.69542,10.2484,1.12052,0.425083,0.505108,-0.695438,-0.615413,0.0800249,0.0309671,0.903072,0.726552,0.378385,0.544846,0.999842,9
AT1G78570,178.892,174.336,186.155,87.6946,-0.0372163,0.0574135,-1.02853,0.0946298,-0.991312,-1.08594,0.999842,0.999842,0.073519,0.999842,0.153177,0.042046,5
AT1G78600,19.4807,25.2204,31.6693,41.0915,0.372546,0.701037,1.07679,0.328491,0.704245,0.375754,0.999842,0.348193,0.0277452,0.999842,0.473574,0.999528,3
AT1G79110,25.0498,11.6536,18.6998,15.8832,-1.10402,-0.421776,-0.657295,0.682242,0.446723,-0.235519,0.0330747,0.866902,0.356242,0.419693,0.918417,0.999842,10
AT1G79450,2.09774,0.223476,0.995269,5.11831,-3.23065,-1.07568,1.28683,2.15497,4.51748,2.36251,0.0104867,0.672821,0.275585,0.150264,0.00225554,0.0255307,1
AT1G80160,34.9539,4.31764,28.8854,101.747,-3.01714,-0.275113,1.54146,2.74203,4.55859,1.81657,0.00225554,0.999842,0.159017,0.00225554,0.00225554,0.0584616,1
